17大类,商品名,L1_code,L1_名称,L2_code,L2_名称,L3_code,L3_名称,L4_code(叶),L4_名称(叶),叶子状态,归类性质,匹配方式,置信度
强弱电类,搪瓷,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,(待生成),搪瓷制品  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,摄像机,02,安防,02.006,安防监控设备,02.006.007,摄像机,02.006.007.001,枪式摄像机,现有,语义推测,语义分类,low
强弱电类,支馈线,12,电线电缆,12.002,电力电缆,12.002.003,低压电力电缆,(待生成),支馈线  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,放像机,02,安防,02.006,安防监控设备,02.006.008,录像机,02.006.008.001,录像机,现有,语义推测,语义分类,low
强弱电类,放大器,26,消防,26.003,消防电,26.003.001,消防报警触发探测器,26.003.001.023,功率放大器,现有,语义推测,语义救回,med
强弱电类,数字楼层显示屏,10,电器,10.004,显示设备,10.004.001,商用显示设备,10.004.001.002,LED显示屏,现有,语义推测,语义分类,med
强弱电类,数字电话交换机,12,电线电缆,12.006,通信电缆和通信光缆,12.006.004,电话线,(待生成),数字电话交换机  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,整流器,14,工控自动化,14.002,工业控制,14.002.011,半导体,14.002.011.009,AC/DC转换器,现有,语义推测,语义分类,med
强弱电类,断接卡,31,中低压配电,31.007,电气辅材,31.007.003,接线端子,31.007.003.001,接线端子,现有,语义推测,语义救回,med
强弱电类,方型吸顶灯,11,灯具照明,11.001,室内灯具,11.001.001,商业灯具,11.001.001.001,吸顶灯,现有,语义推测,语义分类,high
强弱电类,无功功率表,31,中低压配电,31.004,电力仪表,31.004.002,功率表,31.004.002.001,功率表,现有,语义推测,语义分类,med
强弱电类,无功电度表,31,中低压配电,31.004,电力仪表,31.004.005,电能表,31.004.005.001,电能表,现有,语义推测,语义分类,med
强弱电类,无线传呼机,02,安防,02.006,安防监控设备,02.006.002,通讯设备,(待生成),无线寻呼机  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,无线传呼系统,02,安防,02.006,安防监控设备,02.006.002,通讯设备,(待生成),无线寻呼系统  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,时间继电器,14,工控自动化,14.002,工业控制,14.002.008,继电器,14.002.008.003,时间继电器,现有,语义推测,语义分类,high
强弱电类,明线,12,电线电缆,12.001,电气装备用电线电缆,12.001.014,塑铜线,12.001.014.001,塑铜线（BV),现有,语义推测,语义分类,low
强弱电类,晨昏自动开关，光敏开关,14,工控自动化,14.002,工业控制,14.002.009,控制开关,14.002.009.010,光开关,现有,语义推测,语义分类,med
强弱电类,智能型离子感烟探测器,26,消防,26.003,消防电,26.003.001,消防报警触发探测器,26.003.001.003,感烟火灾探测器,现有,语义推测,语义救回,med
强弱电类,暗线,12,电线电缆,12.001,电气装备用电线电缆,12.001.014,塑铜线,12.001.014.001,塑铜线（BV),现有,语义推测,语义分类,low
强弱电类,有功功率表,31,中低压配电,31.004,电力仪表,31.004.002,功率表,31.004.002.001,功率表,现有,语义推测,语义分类,med
强弱电类,有载调压的变压器,31,中低压配电,31.006,电源设备,31.006.005,变压器,31.006.005.006,其他变压器,现有,语义推测,语义分类,low
强弱电类,极化继电器,14,工控自动化,14.002,工业控制,14.002.008,继电器,14.002.008.009,继电器其它,现有,语义推测,语义分类,low
强弱电类,架空电缆,12,电线电缆,12.002,电力电缆,12.002.001,架空绝缘电缆,12.002.001.001,架空铜芯电缆(JKYJ),现有,语义推测,语义分类,med
强弱电类,柴油发电机（组）,07,机电,07.002,发电机,07.002.002,柴油发电机,07.002.002.001,柴油发电机,现有,语义推测,语义救回,high
强弱电类,橡皮,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,13.011.002.001,绝缘材料其它,现有,语义推测,语义救回,med
强弱电类,橡皮绝缘电缆,12,电线电缆,12.001,电气装备用电线电缆,12.001.013,橡套电缆,12.001.013.001,GB橡套电缆,现有,语义推测,语义分类,med
强弱电类,欠压继电器,14,工控自动化,14.002,工业控制,14.002.008,继电器,14.002.008.009,继电器其它,现有,语义推测,语义分类,med
强弱电类,母钟,14,工控自动化,14.001,工业自动化,14.001.003,工业自动化其它,(待生成),母钟(主时钟系统)  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,氙灯,11,灯具照明,11.002,光源、配件,11.002.003,HID光源,(待生成),氙灯  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,氢气探测器,14,工控自动化,14.001,工业自动化,14.001.004,传感器,14.001.004.001,气体传感器,现有,语义推测,语义分类,high
强弱电类,氧化膜避雷器,13,电力穿线,13.009,接地系统,13.009.003,防雷接地,13.009.003.003,避雷器,现有,语义推测,语义分类,med
强弱电类,氯气探测器,14,工控自动化,14.001,工业自动化,14.001.004,传感器,14.001.004.001,气体传感器,现有,语义推测,语义分类,high
强弱电类,水平接地极,13,电力穿线,13.009,接地系统,13.009.001,接地系统其它,13.009.001.001,接地保护其它,现有,语义推测,语义分类,med
强弱电类,沥青,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,13.011.002.001,绝缘材料其它,现有,语义推测,语义分类,low
强弱电类,油断路器,31,中低压配电,31.008,中压配电,31.008.001,中压配电其它,31.008.001.001,中压配电其它,现有,语义推测,语义分类,low
强弱电类,油浸变压器,31,中低压配电,31.005,电力变压器,31.005.002,油浸式变压器,,,现有,语义推测,语义分类,high
强弱电类,油浸电缆,12,电线电缆,12.002,电力电缆,12.002.004,高压电力电缆,12.002.004.001,高压电力电缆(YJLW02),现有,语义推测,语义分类,low
强弱电类,消弧接触器,14,工控自动化,14.002,工业控制,14.002.007,接触器,14.002.007.001,接触器,现有,语义推测,语义分类,med
强弱电类,深照型,11,灯具照明,11.001,室内灯具,11.001.001,商业灯具,(待生成),深照型灯具  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,滑环式电动机,14,工控自动化,14.001,工业自动化,14.001.002,运动控制,(待生成),滑环式电动机  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,漆包电缆,12,电线电缆,12.007,绕组线,12.007.002,漆包线,12.007.002.001,聚酯亚胺漆包线,现有,语义推测,语义分类,med
强弱电类,漏电保护开关,31,中低压配电,31.001,终端配电,31.001.006,微型漏电保护断路器,31.001.006.001,微型漏电保护断路器,现有,语义推测,语义分类,high
强弱电类,漏电继电器,31,中低压配电,31.001,终端配电,31.001.006,微型漏电保护断路器,31.001.006.002,微型漏电模块,现有,语义推测,语义分类,med
强弱电类,火警接线端子箱,13,电力穿线,13.003,金属穿线盒,13.003.001,金属穿线盒,(待生成),火警接线端子箱  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,灯丝变压器,31,中低压配电,31.006,电源设备,31.006.005,变压器,31.006.005.006,其他变压器,现有,语义推测,语义分类,low
强弱电类,灯头（座）,11,灯具照明,11.002,光源、配件,11.002.005,灯具配件,11.002.005.006,灯座,现有,语义推测,语义分类,high
强弱电类,点光灯,11,灯具照明,11.004,室外灯具,11.004.002,景观灯具,11.004.002.002,点光源,现有,语义推测,语义分类,high
强弱电类,点动开关，微动开关,14,工控自动化,14.002,工业控制,14.002.009,控制开关,14.002.009.006,微动开关,现有,语义推测,语义分类,high
强弱电类,照明变压器,31,中低压配电,31.006,电源设备,31.006.005,变压器,31.006.005.004,变压器,现有,语义推测,语义分类,med
强弱电类,照明干线,12,电线电缆,12.001,电气装备用电线电缆,12.001.018,护套线,12.001.018.001,护套线（RVV）,现有,语义推测,语义分类,low
强弱电类,照明支线,12,电线电缆,12.001,电气装备用电线电缆,12.001.018,护套线,12.001.018.001,护套线（RVV）,现有,语义推测,语义分类,low
强弱电类,照明电缆,12,电线电缆,12.001,电气装备用电线电缆,12.001.018,护套线,12.001.018.001,护套线（RVV）,现有,语义推测,语义分类,low
强弱电类,照明配电箱,31,中低压配电,31.002,配电箱,31.002.004,配电照明箱,31.002.004.001,配电照明箱,现有,语义推测,语义分类,high
强弱电类,照明馈电屏,31,中低压配电,31.002,配电箱,31.002.002,成套配电箱,31.002.002.001,成套配电箱,现有,语义推测,语义分类,low
强弱电类,玉兰灯,11,灯具照明,11.004,室外灯具,11.004.001,道路交通灯具,11.004.001.002,庭院灯,现有,语义推测,语义分类,med
强弱电类,环氧树脂,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,13.011.002.001,绝缘材料其它,现有,语义推测,语义分类,med
强弱电类,环氧浇注变压器,31,中低压配电,31.005,电力变压器,31.005.001,干式变压器,,,现有,语义推测,语义分类,high
强弱电类,玻璃纤维,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,13.011.002.001,绝缘材料其它,现有,语义推测,语义分类,med
强弱电类,球形避雷,13,电力穿线,13.009,接地系统,13.009.003,防雷接地,13.009.003.003,避雷器,现有,语义推测,语义分类,med
强弱电类,瓷插式熔断器,31,中低压配电,31.001,终端配电,31.001.004,熔断器,31.001.004.001,熔断器,现有,语义推测,语义分类,med
强弱电类,瓷防雨开关,15,电工辅料,15.002,开关插座,15.002.005,面板开关,15.002.005.001,面板开关,现有,语义推测,语义分类,low
强弱电类,电传打字机,02,安防,02.006,安防监控设备,02.006.011,安防监控设备其它,(待生成),电传打字机  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,电力变压器,31,中低压配电,31.006,电源设备,31.006.005,变压器,31.006.005.004,变压器,现有,语义推测,语义分类,med
强弱电类,电力干线,12,电线电缆,12.002,电力电缆,12.002.003,低压电力电缆,12.002.003.001,低压电力电缆(YJV),现有,语义推测,语义分类,low
强弱电类,电力支线,12,电线电缆,12.002,电力电缆,12.002.003,低压电力电缆,12.002.003.001,低压电力电缆(YJV),现有,语义推测,语义分类,low
强弱电类,电动发电机（组）,14,工控自动化,14.001,工业自动化,14.001.002,运动控制,(待生成),电动发电机组  ← 新建,新补,语义推测,语义推测·需建新叶,new
强弱电类,电动操动机构,31,中低压配电,31.003,低压配电,31.003.001,框架断路器,31.003.001.002,框架断路器附件,现有,语义推测,语义分类,low
强弱电类,电动机控制中心,14,工控自动化,14.002,工业控制,14.002.001,电动机控制器,14.002.001.001,电动机控制与保护开关,现有,语义推测,语义分类,low
强弱电类,电压互感器,31,中低压配电,31.006,电源设备,31.006.010,互感器,31.006.010.001,互感器,现有,语义推测,语义分类,med
强弱电类,电压继电器,14,工控自动化,14.002,工业控制,14.002.008,继电器,14.002.008.009,继电器其它,现有,语义推测,语义分类,med
强弱电类,电度表箱,31,中低压配电,31.002,配电箱,31.002.007,电表箱,31.002.007.001,电表箱,现有,语义推测,语义分类,high
强弱电类,电木，酚醛塑料,13,电力穿线,13.011,架空绝缘,13.011.002,绝缘材料其它,13.011.002.001,绝缘材料其它,现有,语义推测,语义分类,med
强弱电类,电源切换箱,31,中低压配电,31.003,低压配电,31.003.004,双电源转换开关,31.003.004.001,双电源转换开关,现有,语义推测,语义分类,med
强弱电类,电源进线,12,电线电缆,12.002,电力电缆,12.002.003,低压电力电缆,12.002.003.001,低压电力电缆(YJV),现有,语义推测,语义分类,low
强弱电类,电磁操动机构,31,中低压配电,31.003,低压配电,31.003.001,框架断路器,31.003.001.002,框架断路器附件,现有,语义推测,语义分类,low
强弱电类,电磁起动器,14,工控自动化,14.002,工业控制,14.002.001,电动机控制器,14.002.001.002,电动机起动控制器,现有,语义推测,语义分类,med
强弱电类,电线（三类级别）,12,电线电缆,12.001,电气装备用电线电缆,12.001.014,塑铜线,12.001.014.001,塑铜线（BV),现有,语义推测,语义分类,med
强弱电类,电缆分线箱,13,电力穿线,13.003,金属穿线盒,13.003.002,金属穿线盒及配件,13.003.002.001,金属穿线盒及配件,现有,语义推测,语义分类,med
强弱电类,电缆夹,13,电力穿线,13.010,电缆辅材,13.010.010,电缆卡子,13.010.010.001,电缆卡子,现有,语义推测,语义分类,high
强弱电类,电缆夹具,13,电力穿线,13.010,电缆辅材,13.010.010,电缆卡子,13.010.010.001,电缆卡子,现有,语义推测,语义分类,high
强弱电类,电缆托架,13,电力穿线,13.010,电缆辅材,13.010.006,固定金具,13.010.006.001,电缆支架,现有,语义推测,语义分类,med
强弱电类,电缆接头,15,电工辅料,15.001,配线器材,15.001.005,终端接头,15.001.005.002,中间接头,现有,语义推测,语义分类,high
强弱电类,电缆接线头,15,电工辅料,15.001,配线器材,15.001.006,铜/铝端子,15.001.006.003,OT铜开口端子,现有,语义推测,语义分类,med
强弱电类,电缆槽,13,电力穿线,13.004,线槽,13.004.001,PVC线槽,13.004.001.001,PVC线槽,现有,语义推测,语义分类,med
强弱电类,电缆沟,13,电力穿线,13.004,线槽,13.004.002,弧形地槽,13.004.002.001,铝合金地槽,现有,语义推测,语义分类,low
强弱电类,电缆箱，分线盒,13,电力穿线,13.003,金属穿线盒,13.003.002,金属穿线盒及配件,13.003.002.001,金属穿线盒及配件,现有,语义推测,语义分类,med
强弱电类,电缆膏,13,电力穿线,13.010,电缆辅材,13.010.001,电缆辅材其它,13.010.001.001,电缆辅材其它,现有,语义推测,语义分类,med
